Ticker,Company Name,Sector,Industry Group,Industry,Sub Industry,Prospect Status,Product
PRK,Park National Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
PKBK,Parke Bancorp Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
PBHC,Pathfinder Bancorp Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
PNBK,Patriot National Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
PCB,Pcb Bancorp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
PGC,Peapack-Gladstone Finan Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
PWOD,Penns Woods Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
PEBO,Peoples Bancorp Inc/Oh,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
PEBK,Peoples Bancorp Nc Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
PFIS,Peoples Financial Services,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
PNFP,Pinnacle Finl Partners Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
PLBC,Plumas Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
PNC,Pnc Financial Svcs Group Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
BPOP,Popular Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
PFBC,Preferred Bank Los Angeles,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
PB,Prosperity Bancshares Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
QCRH,Qcr Holdings Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
RBB,Rbb Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
RRBI,Red River Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
RF,Regions Financial Corp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
RNST,Renasant Corp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
RBCAA,Republic Bancorp Inc/Ky,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
FRBK,Republic First Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
RMBI,Richmond Mutual Banco Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
STBA,S & T Bancorp Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
SAL,Salisbury Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
SASR,Sandy Spring Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
SBFG,Sb Financial Group Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
SBCF,Seacoast Banking Corp/Fl,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
SFBS,Servisfirst Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
SHBI,Shore Bancshares Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
BSRR,Sierra Bancorp/Ca,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
SBNY,Signature Bank/Ny,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
SI,Silvergate Capital Corp,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
SFNC,Simmons First Natl Cp  -Cl A,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
SMBK,Smartfinancial Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
SPFI,South Plains Financial Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
SSB,South State Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
SFST,Southern First Bankshares,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Chatbot
SBSI,Southside Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
SYBT,Stock Yards Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
SMMF,Summit Financial Group Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
SSBI,Summit State Bank,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
SIVB,Svb Financial Group,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
SNV,Synovus Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
TCBI,Texas Capital Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
TMP,Tompkins Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
TOWN,Townebank,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
TCBK,Trico Bancshares,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
TFC,Truist Financial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
TRMK,Trustmark Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
USB,U S Bancorp,Financials,Banks,Banks,Diversified Banks,Sales Qualified Lead (SQL),Chatbot
UMBF,Umb Financial Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
UNB,Union Bankshares Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
UBSI,United Bankshares Inc/Wv,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
UCBI,United Community Banks Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
UBFO,United Security Bancshars Ca,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
UNTY,Unity Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
UVSP,Univest Financial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
VLY,Valley National Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
VBTX,Veritex Holdings Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
VBFC,Village Bank And Trust Finl,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
WASH,Washington Tr Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
WBS,Webster Financial Corp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
WFC,Wells Fargo & Co,Financials,Banks,Banks,Diversified Banks,Marketing Qualified Lead (MQL),CRM
WSBC,Wesbanco Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
WTBA,West Bancorporation Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
WABC,Westamerica Bancorporation,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
WAL,Western Alliance Bancorp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
WTFC,Wintrust Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
ZION,Zions Bancorporation Na,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
BWB,Bridgewater Bancshares,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Planning Software
HMST,Homestreet Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Marketing Qualified Lead (MQL),Cloud Data Storage
LBC,Luther Burbank Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Accounting Software
MBIN,Merchants Bancorp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Planning Software
WAFD,Washington Federal Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Chatbot
BK,Bank Of New York Mellon Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Cloud Data Storage
NTRS,Northern Trust Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,CRM
STT,State Street Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Chatbot
DCOM,Dime Community Bancshares,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
EBMT,Eagle Bancorp Montana Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
OCFC,Oceanfirst Financial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
SFBC,Sound Financial Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
AX,Axos Financial Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Chatbot
CFFN,Capitol Federal Finl Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Chatbot
CARV,Carver Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Accounting Software
CFBK,Central Federal Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),CRM
CNNB,Cincinnati Bancorp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Planning Software
CLBK,Columbia Financial Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Accounting Software
FFBW,Ffbw Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Cloud Data Storage
GCBC,Greene County Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Chatbot
HMNF,Hmn Financial Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Accounting Software
HFBL,Home Federal Bancorp Inc/La,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Cloud Data Storage
IROQ,If Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Cloud Data Storage
LSBK,Lake Shore Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Chatbot
CASH,Meta Financial Group Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Chatbot
MSVB,Mid-Southern Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Chatbot
NFBK,Northfield Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),CRM
NWBI,Northwest Bancshares Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Accounting Software
OFED,Oconee Federal Financial Cp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),CRM
OCN,Ocwen Financial Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Chatbot
PDLB,Pdl Community Bancorp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),CRM
PROV,Provident Financial Holdings,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Cloud Data Storage
RVSB,Riverview Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Accounting Software
SBT,Sterling Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Marketing Qualified Lead (MQL),Planning Software
TBNK,Territorial Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),CRM
TFSL,Tfs Financial Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Cloud Data Storage
TRST,Trustco Bank Corp/Ny,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Planning Software
WSBF,Waterstone Financial Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Chatbot
WNEB,Western New Eng Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,CRM
WSFS,Wsfs Financial Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Chatbot
FNWB,First Northwest Bancrp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
BSBK,Bogota Financial Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Cloud Data Storage
ESSA,Essa Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Chatbot
FSBW,Fs Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Accounting Software
HIFS,Hingham Instn For Savings,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Cloud Data Storage
KRNY,Kearny Financial Corp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Marketing Qualified Lead (MQL),Planning Software
MGYR,Magyar Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Unqualified Lead,Accounting Software
NYCB,New York Cmnty Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),CRM
PVBC,Provident Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Cloud Data Storage
PFS,Provident Financial Svcs Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),CRM
RBKB,Rhinebeck Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,Planning Software
SMBC,Southern Missouri Bancp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Marketing Qualified Lead (MQL),Chatbot
TSBK,Timberland Bancorp Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Accounting Software
EEFT,Euronet Worldwide Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Sales Qualified Lead (SQL),CRM
IMXI,International Money Expr Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Opportunity,Accounting Software
MA,Mastercard Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Sales Qualified Lead (SQL),Cloud Data Storage
USIO,Usio Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Sales Qualified Lead (SQL),CRM
V,Visa Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Sales Qualified Lead (SQL),Chatbot
WU,Western Union Co,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,Marketing Qualified Lead (MQL),CRM
AGM,Federal Agriculture Mtg Cp,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Marketing Qualified Lead (MQL),Accounting Software
NAVI,Navient Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,Accounting Software
AXP,American Express Co,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Qualified Lead (SQL),Cloud Data Storage
ATLC,Atlanticus Holdings Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Qualified Lead (SQL),Planning Software
COF,Capital One Financial Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,CRM
CACC,Credit Acceptance Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,CRM
CURO,Curo Group Hldgs Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Qualified Lead (SQL),Chatbot
DFS,Discover Financial Svcs,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,Planning Software
ENVA,Enova International Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Qualified Lead (SQL),CRM
LC,Lendingclub Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Unqualified Lead,Chatbot
NNI,Nelnet Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Accepted Lead (SAL),Cloud Data Storage
OMF,Onemain Holdings Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,Accounting Software
OPRT,Oportun Financial Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Unqualified Lead,Cloud Data Storage
RM,Regional Management Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Marketing Qualified Lead (MQL),CRM
SLM,Slm Corp,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Marketing Qualified Lead (MQL),CRM
SYF,Synchrony Financial,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Unqualified Lead,Chatbot
WRLD,World Acceptance Corp/De,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Unqualified Lead,CRM
ECPG,Encore Capital Group Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Qualified Lead (SQL),Planning Software
PRAA,Pra Group Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,Chatbot
SWKH,Swk Holdings Corp,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance,Sales Qualified Lead (SQL),Accounting Software
CPSS,Consumer Portfolio Svcs Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Qualified Lead (SQL),Accounting Software
AIHS,Senmiao Technology,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Sales Accepted Lead (SAL),Cloud Data Storage
IMH,Impac Mortgage Holdings Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,CRM
COOP,Mr Cooper Group Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Opportunity,CRM
PFSI,Pennymac Financial Services,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Marketing Qualified Lead (MQL),CRM
SNFCA,Security Natl Finl Cp  -Cl A,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),CRM
VEL,Velocity Financial Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Accepted Lead (SAL),Accounting Software
WD,Walker & Dunlop Inc,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Sales Qualified Lead (SQL),Chatbot
TREE,Lendingtree Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Opportunity,Chatbot
ALLY,Ally Financial Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Unqualified Lead,Chatbot
C,Citigroup Inc,Financials,Banks,Banks,Diversified Banks,Sales Accepted Lead (SAL),Cloud Data Storage
HTH,Hilltop Holdings Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
EMO,Clearbridge Eng Midstrm Opp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,CRM
OXLC,Oxford Lane Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Accounting Software
NDP,Tortoise Energy Independence,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),CRM
AC,Associated Capital Group Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Chatbot
CME,Cme Group Inc,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,Sales Qualified Lead (SQL),Planning Software
EVR,Evercore Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Opportunity,CRM
ICE,Intercontinental Exchange,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,Sales Qualified Lead (SQL),Accounting Software
MKTX,Marketaxess Holdings Inc,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,Unqualified Lead,Planning Software
NDAQ,Nasdaq Inc,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,Unqualified Lead,Planning Software
PJT,Pjt Partners Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Sales Accepted Lead (SAL),Planning Software
SNEX,Stonex Group Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Sales Accepted Lead (SAL),Chatbot
IDEX,Ideanomics Inc,Information Technology,Software & Services,Software,Application Software,Opportunity,Accounting Software
JEF,Jefferies Financial Grp Inc,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings,Marketing Qualified Lead (MQL),CRM
AMP,Ameriprise Financial Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Planning Software
BGCP,Bgc Partners Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Unqualified Lead,Planning Software
COHN,Cohen & Company Inc,Financials,Diversified Financials,Capital Markets,Diversified Capital Markets,Sales Qualified Lead (SQL),Planning Software
FRHC,Freedom Holding Corp,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Sales Qualified Lead (SQL),CRM
GS,Goldman Sachs Group Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Marketing Qualified Lead (MQL),Accounting Software
IBKR,Interactive Brokers Group,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Sales Qualified Lead (SQL),CRM
LPLA,Lpl Financial Holdings Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Unqualified Lead,Planning Software
MS,Morgan Stanley,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Opportunity,Accounting Software
OPY,Oppenheimer Holdings Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Unqualified Lead,Chatbot
PIPR,Piper Sandler Cos,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Opportunity,Chatbot
RJF,Raymond James Financial Corp,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Opportunity,Accounting Software
SIEB,Siebert Financial Corp,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Unqualified Lead,Chatbot
SF,Stifel Financial Corp,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Unqualified Lead,CRM
AMTD,Td Ameritrade Holding Corp,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Sales Accepted Lead (SAL),Chatbot
VIRT,Virtu Financial Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Marketing Qualified Lead (MQL),Chatbot
AMG,Affiliated Managers Grp Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Chatbot
APO,Apollo Global Mgmt Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Planning Software
ARES,Ares Management Corp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),CRM
APAM,Artisan Partners Asset Mgmt,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Cloud Data Storage
AINC,Ashford Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Accounting Software
BLK,Blackrock Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,CRM
BX,Blackstone Group Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),CRM
BSIG,Brightsphere Invest Grp Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Planning Software
CG,Carlyle Group Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Accounting Software
CNS,Cohen & Steers Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Chatbot
DHIL,Diamond Hill Investment Grp,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Accounting Software
FHI,Federated Hermes Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Planning Software
FOCS,Focus Financl Prtnr Llc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Accounting Software
BEN,Franklin Resources Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,CRM
GHL,Greenhill & Co Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Sales Qualified Lead (SQL),CRM
HLNE,Hamilton Lane Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Chatbot
HNNA,Hennessy Advisors Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Planning Software
HLI,Houlihan Lokey Inc,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Opportunity,Cloud Data Storage
KKR,Kkr & Co Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),CRM
MSCI,Msci Inc,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,Sales Qualified Lead (SQL),Accounting Software
TROW,Price (T. Rowe) Group,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,CRM
SCHW,Schwab (Charles) Corp,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,Unqualified Lead,Cloud Data Storage
SCU,Sculptor Capital Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Chatbot
SEIC,Sei Investments Co,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Unqualified Lead,Chatbot
SAMG,Silvercrest Asset Mgt,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Accounting Software
GROW,U S Global Investors Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Qualified Lead (SQL),Cloud Data Storage
VCTR,Victory Cptl Hldgs Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Marketing Qualified Lead (MQL),Accounting Software
VRTS,Virtus Investment Ptnrs Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Sales Accepted Lead (SAL),Accounting Software
WHG,Westwood Holdings Group Inc,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,Opportunity,Cloud Data Storage
EFC,Ellington Financial Inc,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,Sales Qualified Lead (SQL),Accounting Software
